"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"377397600","Standard ","6","Direct Billed to Insured","Pre-paid","N","43368","31","1993","MAZD B2200       ","Standard","-1","6","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","50-100 ","50000","N","-1","N","-1","2","0","2","0","2","1","1","0","2","30","32","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","433","0.0","Hybrid","N","N","40-100 ","2006","Y","Y","137.8","0","0.0","0.0","0.0","0.0"
"377432100","Standard ","6","Direct Billed to Insured","Installment","N","43414","26","2001","BUIK LESABRELTD  ","Standard","-1","10","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","434","0.0","Hybrid","N","Y","20-50","2006","Y","Y","454.74","0","0.0","0.0","0.0","0.0"
"377556200","Standard ","6","Direct Billed to Insured","Pre-paid","N","43366","31","2006","NSSN ALTIMA S-S  ","Standard","-1","13","99","Pleasure","-1","5","Unknown","Not Applicable","Y","1","1000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","25","26","0","0","2","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","433","0.0","Hybrid","Y","Y","100-200","2006","Y","Y","537.42","0","0.0","0.0","0.0","0.0"
"377851800","Standard ","6","Direct Billed to Insured","Installment","N","52207","31","2003","DODG STRATUS     ","Standard","-1","16","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","-1","50-100 ","50000","N","-1","Y","250","1","1","0","1","0","1","0","0","1","53","53","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","522","0.0","Preferred","N","Y","40-100 ","2006","N","Y","419.76","0","0.0","0.0","0.0","0.0"
"377889100","Standard ","6","Direct Billed to Insured","Pre-paid","N","43433","26","2003","HUMM H2          ","Standard","-1","23","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","1000","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","36","45","0","0","0","1","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","434","0.0","Non-standard","N","Y","40-100 ","2006","Y","Y","648.72","0","0.0","0.0","0.0","0.0"
"377900100","Standard ","6","Direct Billed to Insured","Installment","N","44066","31","2004","CHEV IMPALA      ","Standard","-1","11","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","100-300","100000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","440","0.0","Preferred","Y","Y","100-200","2006","N","Y","321.61","0","0.0","0.0","0.0","0.0"
"378072800","Standard ","6","Direct Billed to Insured","Pre-paid","N","43073","27","1991","HOND ACCORD EX   ","Standard","-1","10","99","Work    ","2","5","Unknown","Not Applicable","N","9","-1","50-100 ","50000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","26","28","0","0","2","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","0.0","Hybrid","N","N","40-100 ","2006","N","Y","182.32","0","0.0","0.0","0.0","0.0"
"378112600","Standard ","6","Direct Billed to Insured","Installment","N","44160","31","1997","MERC MNTAINEER   ","Standard","-1","8","1","Work    ","9","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","43","43","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","441","0.0","Preferred","N","Y","20-50","2006","N","Y","537.42","0","0.0","0.0","0.0","0.0"
"378134000","Standard ","6","Direct Billed to Insured","Installment","N","43050","35","1989","CADI DEVILLE     ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","5000","50-100 ","35000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","78","78","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","0.0","Hybrid","N","N","40-100 ","2006","N","Y","25.57","0","0.0","0.0","0.0","0.0"
"378167900","Standard ","6","Direct Billed to Insured","Pre-paid","N","43671","31","2004","NSSN ALTIMA 2.5  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","-1","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","436","0.0","Non-standard","Y","Y","20-50","2006","Y","Y","429.3","1","1715.25","2.0","1715.25","4.0"
"378255300","Standard ","6","Direct Billed to Insured","Pre-paid","N","43865","31","2006","DODG RAM PICKUP  ","Intermediate","-1","19","1","Pleasure","-1","5","Unknown","Not Applicable","Y","2","1000","50-100 ","35000","N","-1","Y","250","1","1","0","0","0","1","0","0","1","83","83","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","669.92","0","0.0","0.0","0.0","0.0"
"378440600","Standard ","6","Direct Billed to Insured","Pre-paid","N","43159","30","1999","HOND ACCORD EX   ","Standard","-1","15","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","8","5000","50-100 ","50000","N","-1","Y","500","2","0","2","0","2","1","1","0","2","35","35","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","431","0.0","Standard","Y","Y","40-100 ","2006","Y","Y","422.94","0","0.0","0.0","0.0","0.0"
"378484400","Standard ","6","Direct Billed to Insured","Installment","N","43432","31","1990","LEXS LS 400      ","Intermediate","-1","16","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","25-50  ","25000","N","-1","Y","250","1","0","1","1","0","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","434","0.0","Non-standard","N","Y","20-50","2006","Y","Y","165.36","0","0.0","0.0","0.0","0.0"
"378763300","Standard ","6","Direct Billed to Insured","Pre-paid","N","43169","30","1989","TYTA PICKUP      ","Standard","-1","13","99","Work    ","10","5","Unknown","Not Applicable","N","9","-1","50-100 ","50000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","47","49","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","431","0.0","Standard","N","N","40-100 ","2006","Y","Y","154.76","0","0.0","0.0","0.0","0.0"
"378849400","Standard ","6","Direct Billed to Insured","Pre-paid","N","42470","35","1997","CADI DEVILLE     ","Intermediate","-1","13","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","-1","50-100 ","50000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","424","0.0","Hybrid","Y","N","40-100 ","2006","Y","Y","174.9","0","0.0","0.0","0.0","0.0"
"378933500","Preferred","6","Direct Billed to Insured","Pre-paid","N","42412","32","1997","FORD TAURUS SHO  ","Intermediate","-1","10","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","424","0.0","Standard","N","N","20-50","2006","N","Y","234.26","0","0.0","0.0","0.0","0.0"
"379011700","Standard ","6","Direct Billed to Insured","Installment","N","42878","35","2006","CHEV SILVERADO   ","Standard","-1","15","99","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","5000","100-300","100000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","32","32","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","0.0","Standard","N","Y","100-200","2006","N","Y","318.42","0","0.0","0.0","0.0","0.0"
"379046300","Standard ","6","Direct Billed to Insured","Installment","N","43366","31","1993","CHRY NY FIFTHAV  ","Standard","-1","6","1","Work    ","8","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","61","61","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","433","0.0","Preferred","N","N","20-50","2006","Y","Y","149.46","0","0.0","0.0","0.0","0.0"
"379179000","Preferred","6","Direct Billed to Insured","Installment","N","42399","30","1993","CHEV CORVETTE    ","Sports Premium","-1","21","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","50-100 ","100000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","35","37","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","0.0","Hybrid","N","N","40-100 ","2006","Y","Y","221.54","0","0.0","0.0","0.0","0.0"
"379232300","Standard ","6","Direct Billed to Insured","Installment","N","43102","27","1991","PLYM GR VOY SE   ","Standard","-1","3","1","Work    ","14","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","1","0","1","0","0","1","20","20","0","1","0","0","0","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","1","N","N","Y","431","0.0","Non-standard","Y","N","20-50","2006","N","Y","443.08","0","0.0","0.0","0.0","0.0"
"379272500","Preferred","6","Direct Billed to Insured","Pre-paid","N","42604","31","2005","BMW  X5 3.0I AW  ","Standard","-1","17","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","-1","250-500","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","426","0.0","Preferred","Y","Y","100-400","2006","N","Y","640.98","0","0.0","0.0","0.0","0.0"
"379305900","Standard ","6","Direct Billed to Insured","Installment","N","42428","13","1996","NSSN QST XE-GXE  ","Standard","-1","8","99","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","50-100 ","35000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","424","0.0","Non-standard","Y","N","40-100 ","2006","Y","Y","202.46","0","0.0","0.0","0.0","0.0"
"379420300","Standard ","6","Direct Billed to Insured","Pre-paid","N","44075","31","1999","CHEV PICKUP1500  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","50-100 ","50000","N","-1","Y","250","1","1","0","0","1","1","0","0","1","65","65","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","440","0.0","Non-standard","Y","Y","40-100 ","2006","Y","Y","360.4","0","0.0","0.0","0.0","0.0"
"379472300","Standard ","6","Direct Billed to Insured","Installment","N","43382","31","1994","LINC TOWNCAR EX  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","50-100 ","50000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","62","62","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","433","0.0","Hybrid","N","N","40-100 ","2006","N","Y","95.41","0","0.0","0.0","0.0","0.0"
"379528500","Standard ","6","Direct Billed to Insured","Pre-paid","N","43154","30","2006","ACUR RL          ","Intermediate","-1","21","99","Work    ","15","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","50-100 ","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","34","35","0","0","0","2","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","431","0.0","Hybrid","Y","Y","40-100 ","2006","Y","Y","731.4","0","0.0","0.0","0.0","0.0"
"379662600","Preferred","6","Direct Billed to Insured","Installment","N","43169","30","1987","DODG DAKOTA      ","Standard","-1","7","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","44","44","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","431","0.0","Standard","N","N","20-50","2006","N","Y","90.88","0","0.0","0.0","0.0","0.0"
"379952200","Standard ","6","Direct Billed to Insured","Installment","N","43359","31","2006","SUZU GRAND VITA  ","Standard","-1","15","1","Work    ","2","5","Unknown","Not Applicable","Y","2","1000","50-100 ","50000","N","-1","Y","500","2","2","0","2","0","1","0","0","2","26","35","0","0","1","1","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","Y","433","0.0","Standard","N","Y","40-100 ","2006","Y","Y","758.96","0","0.0","0.0","0.0","0.0"
"379976100","Standard ","6","Direct Billed to Insured","Pre-paid","N","42784","31","1977","JEEP CJ7         ","Standard","-1","5","99","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","100-300","50000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","427","0.0","Non-standard","N","N","100-200","2006","N","Y","152.64","0","0.0","0.0","0.0","0.0"
"380022800","Standard ","6","Direct Billed to Insured","Installment","N","42892","30","1964","FORD FALCON      ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","58","58","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","428","0.0","Hybrid","N","N","20-50","2006","N","Y","122.96","0","0.0","0.0","0.0","0.0"
"380230700","Standard ","6","Direct Billed to Insured","Installment","N","43092","35","2003","KIA  RIO         ","Standard","-1","13","1","Work    ","5","5","Unknown","Not Applicable","Y","5","-1","50-100 ","50000","N","-1","N","-1","2","2","0","1","0","1","0","0","2","23","53","0","1","0","0","0","1","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","N","Y","N","430","0.0","Hybrid","N","N","40-100 ","2006","N","Y","158.74","0","0.0","0.0","0.0","0.0"
"380236900","Standard ","6","Direct Billed to Insured","Pre-paid","N","42470","35","1990","DODG DAKOTA      ","Standard","-1","3","2","Work    ","20","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","2","1","1","1","1","1","0","1","2","18","44","1","0","0","0","1","0","0","0","Y","Without Driver Training        ","Not Eligible for Good Student Credit","1","N","Y","Y","424","0.0","Hybrid","N","N","20-50","2006","Y","Y","271.36","0","0.0","0.0","0.0","0.0"
"380366100","Preferred","12","Premium Finance","Pre-paid","N","43363","31","1999","CHEV SILVER1500  ","Standard","-1","12","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","5000","50-100 ","50000","N","-1","Y","500","1","1","0","1","0","1","0","0","1","27","27","0","0","1","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","N","N","N","433","0.0","Non-standard","N","Y","40-100 ","2006","Y","Y","1919.66","1","5731.55","1.0","5731.55","2.99"
"380377500","Standard ","6","Direct Billed to Insured","Installment","N","43870","31","2006","DODG CARAVAN SE  ","Standard","-1","6","99","Work    ","8","5","Unknown","Not Applicable","Y","2","1000","25-50  ","25000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","29","31","0","0","1","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","438","0.0","Standard","N","Y","20-50","2006","Y","Y","408.1","0","0.0","0.0","0.0","0.0"
"380428800","Standard ","6","Direct Billed to Insured","Pre-paid","N","43159","30","1994","FORD F150        ","Standard","-1","3","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","5000","50-100 ","35000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","50","50","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","431","0.0","Hybrid","N","N","40-100 ","2006","Y","Y","102.0","0","0.0","0.0","0.0","0.0"
"380511400","Preferred","6","Direct Billed to Insured","Pre-paid","N","42567","31","2000","DODG RAM PU1500  ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Not Applicable","Y","8","-1","25-50  ","25000","N","-1","N","-1","1","0","1","1","0","1","0","0","1","33","33","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","425","0.0","Preferred","N","N","20-50","2006","Y","Y","165.36","0","0.0","0.0","0.0","0.0"
"380643100","Standard ","6","Direct Billed to Insured","Installment","N","42946","30","2001","DODG RAM VAN     ","Standard","-1","7","99","Work    ","10","5","Unknown","Not Applicable","Y","7","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","0.0","Preferred","N","Y","20-50","2006","Y","Y","351.92","0","0.0","0.0","0.0","0.0"
